Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Price,Variant Inventory Qty,SEO Title,SEO Description
m-vam-5l-pack,,,,,,,Size,10 L,m-vam-5l-pack-10l,21165,100,,
m-vam-5l-pack,,,,,,,Size,25 L,m-vam-5l-pack-25l,46973,100,,
m-vam-10l-pack,M VAM 10L Pack,"<p>M VAM contains beneficial VAM fungi that form symbiotic associations with roots, expanding root surface area and improving uptake of P, K, Zn, Fe, and micronutrients. It enhances plant vigor, drought and salinity tolerance, soil structure, and yield quality in ginger, spices, fruits, and plantation crops. Apply through soil, drip, or foliar routes; compatible with biofertilizers. Morbeez M VAM improves root growth, supports soil health, and is a trusted mycorrhizal biofertilizer for organic and integrated programs. Available in economical 10 L packs for dealer networks and plantation programs with proportional dilution guidance.</p><ul><li>expands root surface area</li><li>improves P K Zn Fe uptake</li><li>enhances plant vigor</li><li>drought and salinity tolerance</li><li>improves soil structure</li><li>symbiotic root partner</li><li>increases yield quality</li><li>100% natural eco-friendly</li></ul><p><strong>Suitable crops:</strong> ginger, banana, pepper, cardamom, vegetables, paddy, fruits, plantation crops, spices, horticulture crops, coconut, turmeric, chilli, tomato</p><p><strong>Application:</strong> soil application, drip irrigation, foliar spray, nursery application</p><p><strong>Dosage (200 L):</strong> 400–600 ml per 200 L water (foliar at 2–3 ml/L); drip 1–2 L/acre</p>",Morbeez,Bio Fertilizers,"M VAM, vesicular arbuscular mycorrhiza, bio fertilizer, root growth, nutrient uptake, Morbeez, VAM liquid, bulk pack, 10 L",TRUE,Size,500 ml,m-vam-10l-pack-500ml,3036,100,M VAM 10L Pack,"M VAM contains beneficial VAM fungi that form symbiotic associations with roots, expanding root surface area and improving uptake of P, K, Zn, Fe, and micronutrients. It enhances plant vigor, drought and salinity tolerance, soil structure, and yield quality in ginger, spices, fruits, and plantation crops. Apply through"
m-vam-10l-pack,,,,,,,Size,1 L,m-vam-10l-pack-1l,5235,100,,
m-vam-10l-pack,,,,,,,Size,5 L,m-vam-10l-pack-5l,21725,100,,
m-vam-10l-pack,,,,,,,Size,10 L,m-vam-10l-pack-10l,40571,100,,
m-vam-10l-pack,,,,,,,Size,25 L,m-vam-10l-pack-25l,90042,100,,
m-calsol-5l-pack,M CALSOL 5L Pack,"<p>M CALSOL is a calcium mobilizing liquid that improves calcium uptake and translocation, strengthens cell walls, and prevents disorders such as blossom end rot in fruits and vegetables. It improves fruit firmness, size, shelf life, and root development while supporting stress tolerance. Suitable for drip and foliar application in tomato, chilli, banana, citrus, and plantation crops. Morbeez M CALSOL enhances flowering, increases yield, and integrates with balanced nutrition and bio programs when compatibility is verified. Available in economical 5 L packs for dealer networks and plantation programs with proportional dilution guidance.</p><ul><li>prevents calcium deficiency</li><li>strengthens cell walls</li><li>improves fruit firmness</li><li>enhances root growth</li><li>reduces physiological disorders</li><li>fast-acting soluble calcium</li><li>stress tolerance support</li><li>drip and foliar suitable</li></ul><p><strong>Suitable crops:</strong> ginger, banana, pepper, cardamom, vegetables, paddy, fruits, plantation crops, spices, horticulture crops, coconut, turmeric, chilli, tomato</p><p><strong>Application:</strong> foliar spray, drip irrigation, soil application, fertigation</p><p><strong>Dosage (200 L):</strong> 400–600 ml per 200 L water (foliar at 2–3 ml/L); drip 1–2 L/acre</p>",Morbeez,Micronutrients,"M CALSOL, calcium fertilizer, blossom end rot, fruit quality, calcium mobilizing, micronutrient, Morbeez, bulk pack, 5 L",TRUE,Size,500 ml,m-calsol-5l-pack-500ml,1500,100,M CALSOL 5L Pack,"M CALSOL is a calcium mobilizing liquid that improves calcium uptake and translocation, strengthens cell walls, and prevents disorders such as blossom end rot in fruits and vegetables. It improves fruit firmness, size, shelf life, and root development while supporting stress tolerance. Suitable for drip and foliar appl"
m-calsol-5l-pack,,,,,,,Size,1 L,m-calsol-5l-pack-1l,2587,100,,
m-calsol-5l-pack,,,,,,,Size,5 L,m-calsol-5l-pack-5l,10736,100,,
m-calsol-5l-pack,,,,,,,Size,10 L,m-calsol-5l-pack-10l,20049,100,,
m-calsol-5l-pack,,,,,,,Size,25 L,m-calsol-5l-pack-25l,44496,100,,
m-calsol-10l-pack,M CALSOL 10L Pack,"<p>M CALSOL is a calcium mobilizing liquid that improves calcium uptake and translocation, strengthens cell walls, and prevents disorders such as blossom end rot in fruits and vegetables. It improves fruit firmness, size, shelf life, and root development while supporting stress tolerance. Suitable for drip and foliar application in tomato, chilli, banana, citrus, and plantation crops. Morbeez M CALSOL enhances flowering, increases yield, and integrates with balanced nutrition and bio programs when compatibility is verified. Available in economical 10 L packs for dealer networks and plantation programs with proportional dilution guidance.</p><ul><li>prevents calcium deficiency</li><li>strengthens cell walls</li><li>improves fruit firmness</li><li>enhances root growth</li><li>reduces physiological disorders</li><li>fast-acting soluble calcium</li><li>stress tolerance support</li><li>drip and foliar suitable</li></ul><p><strong>Suitable crops:</strong> ginger, banana, pepper, cardamom, vegetables, paddy, fruits, plantation crops, spices, horticulture crops, coconut, turmeric, chilli, tomato</p><p><strong>Application:</strong> foliar spray, drip irrigation, soil application, fertigation</p><p><strong>Dosage (200 L):</strong> 400–600 ml per 200 L water (foliar at 2–3 ml/L); drip 1–2 L/acre</p>",Morbeez,Micronutrients,"M CALSOL, calcium fertilizer, blossom end rot, fruit quality, calcium mobilizing, micronutrient, Morbeez, bulk pack, 10 L",TRUE,Size,500 ml,m-calsol-10l-pack-500ml,2876,100,M CALSOL 10L Pack,"M CALSOL is a calcium mobilizing liquid that improves calcium uptake and translocation, strengthens cell walls, and prevents disorders such as blossom end rot in fruits and vegetables. It improves fruit firmness, size, shelf life, and root development while supporting stress tolerance. Suitable for drip and foliar appl"
m-calsol-10l-pack,,,,,,,Size,1 L,m-calsol-10l-pack-1l,4959,100,,
m-calsol-10l-pack,,,,,,,Size,5 L,m-calsol-10l-pack-5l,20580,100,,
m-calsol-10l-pack,,,,,,,Size,10 L,m-calsol-10l-pack-10l,38432,100,,
m-calsol-10l-pack,,,,,,,Size,25 L,m-calsol-10l-pack-25l,85295,100,,
m-z-zol-5l-pack,M Z-ZOL 5L Pack,"<p>M Z-ZOL corrects zinc deficiency, prevents chlorosis, and improves enzyme activity, photosynthesis, and leaf greenness in paddy, maize, citrus, chilli, and horticulture crops. It supports healthy root and shoot development, yield quality, and stress recovery with quick absorption. Use as foliar spray, drip, or soil application; compatible with biofertilizers. Morbeez M Z-ZOL improves nutrient uptake, enhances flowering, and helps increase yield in zinc-deficient Indian soils. Available in economical 5 L packs for dealer networks and plantation programs with proportional dilution guidance.</p><ul><li>corrects zinc deficiency</li><li>prevents chlorosis</li><li>enhances photosynthesis</li><li>improves enzyme activity</li><li>supports root shoot growth</li><li>quick absorption formula</li><li>stress performance</li><li>all crops and soils</li></ul><p><strong>Suitable crops:</strong> ginger, banana, pepper, cardamom, vegetables, paddy, fruits, plantation crops, spices, horticulture crops, coconut, turmeric, chilli, tomato</p><p><strong>Application:</strong> foliar spray, drip irrigation, soil application</p><p><strong>Dosage (200 L):</strong> 400–600 ml per 200 L water (foliar at 2–3 ml/L); drip 1–2 L/acre</p>",Morbeez,Micronutrients,"M Z-ZOL, zinc mobilizing, zinc fertilizer, chlorosis correction, micronutrient, Morbeez, foliar zinc, bulk pack, 5 L",TRUE,Size,500 ml,m-z-zol-5l-pack-500ml,1473,100,M Z-ZOL 5L Pack,"M Z-ZOL corrects zinc deficiency, prevents chlorosis, and improves enzyme activity, photosynthesis, and leaf greenness in paddy, maize, citrus, chilli, and horticulture crops. It supports healthy root and shoot development, yield quality, and stress recovery with quick absorption. Use as foliar spray, drip, or soil app"
m-z-zol-5l-pack,,,,,,,Size,1 L,m-z-zol-5l-pack-1l,2539,100,,
m-z-zol-5l-pack,,,,,,,Size,5 L,m-z-zol-5l-pack-5l,10537,100,,
m-z-zol-5l-pack,,,,,,,Size,10 L,m-z-zol-5l-pack-10l,19677,100,,
m-z-zol-5l-pack,,,,,,,Size,25 L,m-z-zol-5l-pack-25l,43671,100,,
m-z-zol-10l-pack,M Z-ZOL 10L Pack,"<p>M Z-ZOL corrects zinc deficiency, prevents chlorosis, and improves enzyme activity, photosynthesis, and leaf greenness in paddy, maize, citrus, chilli, and horticulture crops. It supports healthy root and shoot development, yield quality, and stress recovery with quick absorption. Use as foliar spray, drip, or soil application; compatible with biofertilizers. Morbeez M Z-ZOL improves nutrient uptake, enhances flowering, and helps increase yield in zinc-deficient Indian soils. Available in economical 10 L packs for dealer networks and plantation programs with proportional dilution guidance.</p><ul><li>corrects zinc deficiency</li><li>prevents chlorosis</li><li>enhances photosynthesis</li><li>improves enzyme activity</li><li>supports root shoot growth</li><li>quick absorption formula</li><li>stress performance</li><li>all crops and soils</li></ul><p><strong>Suitable crops:</strong> ginger, banana, pepper, cardamom, vegetables, paddy, fruits, plantation crops, spices, horticulture crops, coconut, turmeric, chilli, tomato</p><p><strong>Application:</strong> foliar spray, drip irrigation, soil application</p><p><strong>Dosage (200 L):</strong> 400–600 ml per 200 L water (foliar at 2–3 ml/L); drip 1–2 L/acre</p>",Morbeez,Micronutrients,"M Z-ZOL, zinc mobilizing, zinc fertilizer, chlorosis correction, micronutrient, Morbeez, foliar zinc, bulk pack, 10 L",TRUE,Size,500 ml,m-z-zol-10l-pack-500ml,2823,100,M Z-ZOL 10L Pack,"M Z-ZOL corrects zinc deficiency, prevents chlorosis, and improves enzyme activity, photosynthesis, and leaf greenness in paddy, maize, citrus, chilli, and horticulture crops. It supports healthy root and shoot development, yield quality, and stress recovery with quick absorption. Use as foliar spray, drip, or soil app"
m-z-zol-10l-pack,,,,,,,Size,1 L,m-z-zol-10l-pack-1l,4867,100,,
m-z-zol-10l-pack,,,,,,,Size,5 L,m-z-zol-10l-pack-5l,20198,100,,
m-z-zol-10l-pack,,,,,,,Size,10 L,m-z-zol-10l-pack-10l,37719,100,,
m-z-zol-10l-pack,,,,,,,Size,25 L,m-z-zol-10l-pack-25l,83712,100,,
m-subtil-5l-pack,M SUBTIL 5L Pack,"<p>M SUBTIL is a broad-spectrum biological fungicide based on Bacillus subtilis that controls fungal diseases naturally, induces systemic resistance, and promotes healthy crop growth. It improves root development, nutrient uptake, soil microbial balance, and yield quality while remaining safe for beneficial organisms. Suitable for foliar spray, drip, and soil application in vegetables, spices, fruits, and plantation crops. Morbeez M SUBTIL supports IPM programs, controls fungal diseases biologically, and improves soil health without harmful residues. Available in economical 5 L packs for dealer networks and plantation programs with proportional dilution guidance.</p><ul><li>controls fungal diseases naturally</li><li>induces systemic resistance</li><li>promotes healthy growth</li><li>improves root development</li><li>enhances soil microbial balance</li><li>long shelf-life spore former</li><li>safe for environment</li><li>effective under field stress</li></ul><p><strong>Suitable crops:</strong> ginger, banana, pepper, cardamom, vegetables, paddy, fruits, plantation crops, spices, horticulture crops, coconut, turmeric, chilli, tomato</p><p><strong>Application:</strong> foliar spray, drip irrigation, soil application, drenching</p><p><strong>Dosage (200 L):</strong> 400–600 ml per 200 L water (foliar at 2–3 ml/L); drip 1–2 L/acre</p>",Morbeez,Bio Pesticides,"M SUBTIL, Bacillus subtilis, biological fungicide, fungal disease control, bio pesticide, Morbeez, IPM, bulk pack, 5 L",TRUE,Size,500 ml,m-subtil-5l-pack-500ml,1723,100,M SUBTIL 5L Pack,"M SUBTIL is a broad-spectrum biological fungicide based on Bacillus subtilis that controls fungal diseases naturally, induces systemic resistance, and promotes healthy crop growth. It improves root development, nutrient uptake, soil microbial balance, and yield quality while remaining safe for beneficial organisms. Sui"
m-subtil-5l-pack,,,,,,,Size,1 L,m-subtil-5l-pack-1l,2971,100,,
